article_id,x,y,z
83534,9.531446,1.7142953,-0.34694067
95716,-2.5573997,6.5971637,-4.383366
95972,-2.6063967,4.6073556,-2.3477256
96141,0.023020782,1.2888578,0.036563214
112263,-6.4020395,3.535916,3.2921367
112271,-4.6655397,-2.9228523,2.0156436
112273,-4.7926006,3.739953,2.6913085
112575,-5.370776,-2.498497,2.2566879
114161,1.2325703,0.6162462,-2.5335882
119193,-1.7102151,2.0369802,1.9935241
124177,-2.3539777,0.4389758,-3.9292727
128260,-0.97298783,2.5302353,-1.3602448
129165,-0.9217638,0.017151516,-3.012148
129591,-2.4487195,4.8431845,-2.5931323
172576,-5.741697,0.30077824,-2.284422
190999,1.989003,-0.46895242,4.97196
198199,-3.7515326,-0.124074675,0.09609706
199198,-7.871624,3.9446826,-4.195503
199844,-5.219087,2.5260868,-4.5322776
209653,4.048011,-6.1861134,2.8607352
215861,-3.7062266,2.586518,-4.214972
232753,-3.9801965,-5.8216214,1.5064063
235854,0.019825343,-4.7459116,-3.851115
235870,4.968336,-2.918726,-3.9836855
236613,-2.243592,-3.0068681,-6.9262085
272143,-0.36756727,-1.0917196,-5.574473
272660,-4.5138497,0.9017451,-5.788715
273464,-2.3973649,0.79767364,-7.707616
283041,-1.5173156,-1.004572,2.0978544
283327,-4.170882,-4.650191,2.2285373
284410,0.6681381,-6.3243814,1.2273514
286321,1.6123141,-6.6135483,3.9645705
288440,-5.9472156,3.9061291,4.3546133
303331,-0.5671201,2.7539506,-2.5435448
313504,-3.49364,-0.54820853,5.9928336
331116,1.3280679,-0.5168658,8.231651
332114,-5.760484,1.701931,7.3470335
336245,3.3727517,-2.0814922,3.8964145
337082,-1.6052892,0.89061546,2.558763
337192,-1.5761288,1.1781536,2.952462
354086,-5.3454647,2.157224,2.7649188
363173,-1.8835478,2.4942508,-4.9781337
363269,-0.71977526,0.17795554,-2.4297276
284346,-4.2839527,-2.5180893,-0.03772682
285412,-2.966884,-1.8496952,-1.0910552
293513,-6.459474,6.4016876,6.6302013
337143,-1.23849,-1.7528394,2.567359
5341,9.059145,1.751094,-0.20124696
7744,-5.2303514,1.5540493,-5.2851048
36400,2.5171576,-4.304761,2.319739
49012,-4.2558026,1.4044293,-5.6561394
58556,4.4991856,-2.1038716,-1.041351
65991,3.951152,-6.8946905,0.7677551
68924,1.3918481,-6.481499,0.49458638
70429,-2.6118276,-2.4318187,-0.760284
70484,2.5304687,-9.044428,0.33572814
84136,1.8514997,0.096602306,-3.0655367
97433,0.22354421,7.5377493,-2.8731627
100931,8.908797,-0.31858957,-1.392058
123289,-2.9024916,-0.03602265,-2.225377
133287,-4.563056,1.2898086,-0.9640238
141327,-4.205616,2.8115246,-4.504154
141894,5.547271,-0.7860955,-2.006424
142116,7.421807,1.9117885,1.1012757
193449,-0.33991024,-1.8706152,-5.547943
195689,0.5053837,-3.534593,-2.4234364
196588,-2.41579,-3.4130201,1.5571134
198321,-1.7882484,-2.420541,-3.803679
198322,-4.2590885,2.5535839,-3.958815
198420,-6.178206,0.5795126,-4.5150876
198807,-6.2839327,2.330854,-3.0195153
199207,-3.6268525,-0.8601281,-2.5616693
199227,-4.350083,0.010351566,0.19084184
199291,-1.8772733,-2.0011477,-5.7728577
202587,4.670163,-4.2960176,-3.024303
206027,1.8564216,-7.3052106,-0.99253964
206120,-1.2678882,-5.9479322,-4.084006
206402,-0.9484181,-6.3677807,-2.1949844
207731,2.9166384,-4.6394615,-3.621502
208145,-1.7182201,-4.1775293,-0.6323105
208500,0.24244563,-8.808154,-3.4561563
234493,2.0464246,-6.2054973,-8.376035
235440,0.43205044,-6.0552406,-6.487081
235804,-4.2592316,-1.2838537,-5.1774592
236541,1.2567104,-3.5292752,-4.937388
257291,-3.9027472,2.4155104,2.5309782
284191,-0.9412401,-1.0554134,0.6001574
286108,-5.7977843,-1.3575557,2.5314245
300470,-6.909509,1.7435657,-3.0060668
314848,-3.4331017,1.35181,3.9402597
315105,6.511372,2.1437638,7.6816726
327124,-5.702721,5.694899,4.6613503
327210,-5.9411173,4.4156337,-2.1054063
336223,2.857857,-2.009225,2.1080992
336381,-2.091648,1.5240809,3.7858164
337241,0.13757648,0.68971694,2.9510982
337438,-0.43478793,1.4702919,4.2373075
70397,0.33380175,-8.766309,-2.0814788
96877,3.1030977,4.488363,-2.5852745
107218,2.7551713,-7.2848907,-1.7993436
114796,-0.5771001,1.8083252,-1.5277712
124176,-5.65719,3.244909,-3.4881334
124748,-4.6358476,0.6043597,-2.0490034
177155,-4.934515,4.802451,-1.7509167
195177,-3.767245,2.2826805,-3.3020608
202289,3.950085,-5.622605,-4.038374
202322,1.679001,-3.8821146,-2.385582
202330,4.852552,-5.917801,-3.5453043
202370,2.663149,-7.393324,-3.867094
202388,0.9111871,-4.7098565,-6.144533
202442,0.8837149,-6.241126,-2.4027767
202528,6.860061,-4.202637,-0.5675304
202534,19.20881,4.409046,-3.855545
202672,4.4736543,-3.5166,-3.639321
203241,0.12112224,-6.5539103,-2.6252983
205824,0.9137007,-4.4058967,-1.9631077
205948,6.186749,-6.1066732,-2.436689
206315,2.1248655,-6.8624125,-5.373374
206711,3.4543302,-6.8130126,-4.5550194
206730,-0.3743456,-4.8839884,-4.237058
206735,0.19616419,-5.703991,-2.1198733
207714,0.58795905,0.6572001,-4.749028
207982,0.2168788,-6.329424,-4.686086
208057,1.888833,-3.3539817,-2.9133463
208360,-1.7362628,-5.1465387,-4.512875
208582,1.7350748,-7.0783343,-4.9512973
216102,-1.5558203,2.0961998,-5.1347313
216366,-3.35678,4.0447273,-4.0193477
220466,-3.3392594,2.8436801,-5.5681596
221324,4.087936,-2.8612976,-0.104294285
224730,2.0369513,-0.8815242,3.981574
234267,1.3313065,-6.507537,-5.2545075
237822,-4.539322,-1.6908833,-5.73071
261612,-1.4978999,1.9992402,-2.2958567
276970,-1.0384946,1.2594095,10.235348
283192,2.4743228,-2.578797,-0.5970264
288778,-1.7151413,5.7226944,6.648003
337735,-0.18563262,-0.16003227,3.7836916
355867,8.62109,-2.3643696,1.8151174
119534,-3.5946186,3.170154,-5.597725
140720,-0.9780918,3.2565343,-2.6991076
159359,-1.0573777,-1.894334,-0.8737081
218028,-3.8634894,1.0642179,-0.83104587
233658,1.8895316,-3.9401019,-4.8421316
286128,-4.8184137,2.5460198,3.183674
299871,-3.8586717,2.700949,1.4523253
336380,-0.6827836,4.449983,6.4732504
74554,-4.2487206,0.9119854,0.5799215
74628,-1.5871997,-0.47449315,2.4532185
158461,-0.3763953,-1.503304,-4.183579
237524,-3.5860748,-3.5106351,-7.134141
255340,-7.116353,3.419495,-6.078489
255575,0.8285627,-4.8441825,-4.4794087
145166,-3.9322193,3.2987618,-1.2664543
183530,-3.7721639,2.5756192,-2.4734082
107298,16.66959,1.2293049,-6.106468
108854,2.239656,0.9063166,8.615143
283238,-2.9433672,0.72495633,-1.0073816
284406,-2.0197124,-3.1617131,-1.7460275
29828,0.3831271,0.7241328,-4.491151
58043,-2.1033962,-0.72029036,-2.4972694
76653,1.5599425,-4.5402317,1.0564543
84763,-0.24489996,4.0315757,-3.261601
107214,10.407937,-3.7152712,-2.9705477
107289,16.358473,1.3045962,-6.1338882
118391,-4.43604,6.0503774,-5.90672
123569,-0.8134758,1.5047433,-1.6548576
123818,-3.854426,0.9065271,-1.607027
128957,-5.244904,2.9088464,-4.160907
156296,0.27575594,-2.9972515,-1.3903645
157132,-2.026605,-0.9369636,-4.2224073
157774,2.3718264,-3.521399,-2.9843554
158114,0.04468993,-4.676935,2.1051745
158906,0.38155702,-3.7068934,-2.114539
159266,4.2081695,-8.756927,-2.564818
160748,-0.90330446,-2.535447,-2.4123156
160940,-2.52948,-2.7394469,-0.49837053
161766,-1.4060577,-4.5478864,-1.051158
162286,0.5537875,-8.617462,-1.7399392
166129,3.5803401,-0.73851717,8.783795
168401,-1.5638521,-5.888128,-1.0176638
168637,2.571789,-4.5814304,2.5155783
168761,3.366402,-5.4072056,1.6302826
172915,-1.6975193,-2.9718013,-4.1692305
190274,-1.801634,3.7857666,-0.3297574
199372,-0.7749381,-0.098960035,-2.9926906
206233,27.618387,12.364887,-3.2746682
212050,2.639431,-2.6668026,2.3122
214084,-0.04045804,-4.0137615,2.8470585
214138,3.5182939,0.46958888,3.2509203
214784,1.1326954,-3.687186,2.3844857
237620,-3.2418146,-4.487659,-2.1859417
254736,-5.704096,-0.7331309,-7.0104427
254930,-4.0292883,1.3969545,-7.414549
256163,-6.5222583,-0.86029065,-6.523523
286161,-2.8755014,-5.244311,1.2033086
288457,-1.7703503,2.475579,1.9364221
288528,-3.8349133,3.419548,4.8773456
304310,-5.0474434,3.8250442,-2.357736
308872,-0.5955892,-0.9159576,10.041611
331622,-1.1495234,1.4552659,6.0666986
338351,2.151957,-1.1508448,1.0624895
355165,6.322575,-2.34716,4.394769
357271,2.6600702,-4.0791907,6.497782
362322,0.8094351,-0.6883595,-1.6780958
30336,-6.505389,8.798956,-1.9163148
31805,0.46718445,5.7561073,-3.3733253
48485,-6.248479,4.185084,-4.5936146
50569,3.2623274,-5.9130893,2.6796482
74722,3.2226217,-2.3967037,1.3483328
88911,28.055956,15.486432,0.6695041
88912,28.055956,15.486432,0.6695041
88913,28.055956,15.486432,0.6695041
88914,28.055956,15.486432,0.6695041
100904,6.6786146,-3.9920287,1.781128
118548,0.11898828,5.5432096,-3.3989248
124350,-1.6024038,-1.0894916,-0.25051755
124667,-0.75642794,-0.8825726,-2.208105
124679,-2.0704117,-0.027434485,-4.7279897
124734,-2.3387399,0.43624547,-3.3307455
128707,0.8864208,0.7608399,5.6619
129434,1.0471928,-0.1014518,-2.9958818
156736,1.1512077,-4.8613963,-2.3601363
157600,-2.4124196,-0.9816529,2.4346912
157861,-2.8875306,-7.4888806,-2.3167963
157973,-1.1174122,-6.271679,-0.9144315
158512,-0.059236914,-6.9748554,-0.8419434
158640,2.4303343,-9.869458,-1.9285709
158766,0.19652164,-6.4672127,-1.426025
158882,-1.332016,-7.511245,0.7414054
159529,4.6473064,-6.8877716,1.4081035
161907,2.3227127,-6.770275,-5.2587347
162017,-2.203209,-2.9596233,-1.3768284
162139,1.9925053,-4.9716277,-3.03613
194568,-2.1175768,1.9399011,-2.5448444
214474,3.4906573,-0.5142773,7.51704
216136,-0.9094405,1.0824965,-6.5288043
236983,-1.5519813,-1.2333598,-4.8898773
258007,-4.351982,6.808617,1.259199
264013,-2.9939303,3.6791227,-0.88505244
274204,-2.3574007,4.657551,-2.8290133
282741,0.3063784,-0.56141394,0.15567842
283437,-0.9876877,-1.8801682,1.4905056
284177,-1.9750043,-0.51567024,1.0279568
285744,-3.9128654,0.16720544,-3.5552166
285813,4.125533,-3.082189,1.778475
300048,-4.352852,2.6422043,-1.2830493
300473,-6.4050393,2.6302738,-2.2051818
314770,5.98972,-3.2069478,2.3664575
324823,-5.232023,2.896327,4.983995
330970,-2.8889532,5.1272464,5.4832497
332390,-4.1823864,1.135006,6.157097
337441,-2.87519,3.432512,2.4894662
341134,-0.1600397,0.6492636,6.794235
348096,-0.36390775,-0.99223244,0.4078443
348103,2.8219004,-1.0983709,2.2397022
286410,3.5167506,-4.7075186,4.112669
286414,2.3197477,-1.9954358,6.5972915
286417,-0.0064016916,-0.40394413,3.1079736
286421,0.22946575,-0.7437685,1.986331
297906,-1.3249512,-3.1987486,-2.5491114
299405,-2.9752822,1.3708987,-3.9147449
300341,-6.143712,2.3875892,-1.6912129
300712,-1.2547758,-0.102722496,-6.8969235
301104,1.0100285,-2.8687894,-1.3385974
50504,4.401377,-3.7202988,0.61039627
96210,-0.5136722,5.052833,-3.1495562
156625,0.02444628,-4.0757804,0.77301157
157478,3.2440813,-2.1507008,3.067374
234269,-0.76871693,-4.7329125,-5.965848
245161,1.3220142,0.6733792,-3.4254572
277486,-5.780894,4.924093,7.3096404
289003,-2.6344237,1.5990999,3.9138072
303565,-3.7573051,4.1610913,-0.3692138
313920,-4.1829386,2.7096696,8.22072
124751,0.56491196,2.961257,-4.382478
16783,-1.6212186,0.6187622,-0.7544702
31441,-0.9423975,5.593835,-1.772956
36136,4.4333034,-4.4549856,0.58448654
57740,-2.3818588,0.99910337,-1.5785527
58235,-3.4224546,1.5833759,-3.091987
59057,-0.35151446,-1.2449422,-3.839381
96029,-0.8574251,4.9403305,-3.029088
114052,-1.8485719,-3.3939779,-1.9778017
123826,-2.2085707,-2.168701,-5.556788
124749,-3.1922886,0.81805545,-0.24009569
133160,-4.017082,2.6348295,-2.023726
157077,2.2070806,-4.263737,-3.215358
158535,13.130503,2.895235,-1.713471
158664,0.4668339,-1.1677777,-0.8164165
160894,-1.887184,-2.124217,-1.7169638
161602,-1.1376413,-7.746967,-1.0708853
162951,1.5008326,1.6257179,3.1885574
163505,1.2086335,-0.71111983,0.7533426
166176,4.472808,-4.6844454,-1.1343229
166377,1.4796807,-0.030334327,0.32136872
182125,-6.284739,3.0646205,-3.9065661
195191,-2.2871876,5.0775166,-3.998798
195586,-0.5146279,4.043704,-2.4664881
198659,-0.54106516,-0.12700948,-4.277452
202557,5.1178417,-7.0874147,-2.6602647
205832,5.832796,-5.3105416,1.3590977
206763,2.7772346,-5.592606,-3.0203774
207975,-0.22506493,-0.94405913,-3.2202272
208981,0.15720864,-4.172775,-4.006224
213877,2.4606023,-7.0153093,0.5401416
214109,5.131315,-1.7700487,2.448448
233549,-0.7902352,-3.4178917,-2.9830852
234413,-1.1417451,-3.4467597,-5.838607
235008,-3.849824,-1.5469533,-7.846218
235263,0.35741526,-2.6285167,-4.992336
235990,-0.5964801,2.167487,-3.5937862
236825,-3.0866954,-3.111506,-2.176557
236969,-2.0211856,-0.8374403,-1.9587392
237090,2.555385,-2.5098612,-5.163357
237583,0.030815708,-0.016664622,-5.0290904
240233,-0.15715717,2.600726,-5.535507
242735,-1.9140894,5.8327823,-0.1777678
261606,-3.002601,5.6018763,1.7726026
270225,-3.543859,-0.4896831,-6.919931
272094,-2.9747903,-1.0397978,-8.928649
276946,-3.207258,3.9122798,8.078462
284154,-1.1372125,-1.2801852,0.3339762
284463,-2.124865,-3.528789,-1.1337817
288977,0.91710734,4.6700463,4.439969
289007,-2.293518,2.3908172,4.0899386
289196,-2.776941,3.1357317,6.276092
293050,-4.131204,7.486519,8.12292
303350,0.53355813,0.25451946,-2.7683952
304226,-2.216094,2.4886794,-2.0246613
308156,-2.643822,2.2214983,8.021623
336431,-3.809112,2.3804352,8.297441
337051,-2.873493,2.1077604,2.3856194
338350,5.7715373,-5.225948,3.0913737
2137,-3.0063643,2.095394,-1.00533
31327,-3.0357084,4.2117796,-2.238961
32517,-5.4125357,4.512261,0.48980844
70428,3.2594893,-5.649131,5.476384
71035,-0.36507353,-1.9928222,2.7124572
87192,0.62177473,-0.67956203,-5.4796147
87228,7.774015,-1.2557762,-2.4418392
118462,-2.007022,7.994514,-0.9347758
123698,-1.3049166,-0.24823943,-4.6068163
159192,-2.808953,-1.562816,-2.143249
162378,0.9971018,-6.249406,0.51057863
195908,-4.147841,2.1082659,-3.4018996
198894,-4.9167876,3.7093449,-3.8388221
199016,-0.21951084,0.15901582,-1.3400158
203217,2.430518,-4.9368796,-3.595582
206785,-1.8197266,-2.4442754,-3.996416
207603,-1.6935884,0.9917254,-5.6576695
215613,-2.9245234,3.811593,-4.065111
224763,-1.9005672,-4.8992743,-7.576642
234987,-0.27310213,-5.601202,-3.535619
235769,-1.9376489,0.565211,-4.121512
235847,-2.5631711,-3.2957242,-6.7453055
239762,-1.9921795,2.2059314,-5.4345803
245678,0.3621433,1.835706,-2.6081524
271677,-2.5433798,-2.2110076,-6.9089713
272947,-6.358427,5.2370014,-5.386663
292594,-4.161194,5.466614,6.848436
293062,-4.616836,5.9509187,5.4355206
313803,1.6575263,0.46022138,6.916289
320493,2.398449,-2.3462093,-0.8928095
321371,-3.3760374,1.7347306,-1.1591202
331737,-5.836208,4.9933996,4.495948
336574,-3.139631,0.34760547,5.5499916
337058,0.72476417,-3.679823,2.0329857
338339,-1.1288409,0.7869517,1.3230665
338340,-1.7629603,-0.50180095,4.171447
362885,2.3963795,1.073288,1.1230351
58619,-1.4661971,-5.6225495,-2.805631
63508,7.8157988,-8.585159,3.8220258
65630,3.0763364,-8.908786,1.8603373
69341,-0.17412718,-5.3133597,-1.1077031
69821,1.6264855,-4.137125,2.048917
70002,3.638926,-5.485019,-2.4049768
70172,-1.4036914,-9.733079,0.7728781
70217,1.85491,-5.448919,1.1050057
70335,-0.72407866,-5.297279,0.78268635
71076,-0.498562,-0.5725808,2.8940463
107013,7.1724195,-4.443116,-3.4690974
118661,-2.374534,3.3754885,-3.5910437
124549,-3.3705273,0.5631904,-3.483632
149695,2.7201245,-6.8353305,-0.53195643
149964,3.618391,-4.301246,3.391717
156381,0.8194619,-5.660257,-1.130161
157015,-0.093802065,-5.2158747,-1.0245131
157623,-1.2423481,-6.4841485,0.23181866
157759,0.9362257,-6.744363,-4.3409815
157798,4.517475,-7.6257577,-1.8211671
158036,1.4071429,-5.024483,-3.5154655
158094,-0.13366307,-6.8620396,-1.3939645
158179,-1.1990161,-6.26369,-0.23351884
158292,1.3279232,-7.5053,0.96127
158490,2.222685,-4.5587854,-0.09866598
158704,5.0327225,-4.801656,0.3402677
158715,1.3354014,-7.265783,-2.0266085
158721,4.610719,-3.9482706,-0.46405426
159275,6.4475574,-7.1494846,-0.14524963
159450,2.9386947,-7.213128,-2.6153672
159478,0.10942761,-6.290681,-2.4085324
159581,0.47440636,-4.354887,-0.9154716
159619,8.071894,-8.579232,1.9576823
159652,0.8567154,-5.4971194,-3.1257322
159828,1.5243613,-7.037524,1.143352
159912,-0.7251861,-4.143679,-4.869054
159932,2.9698932,-3.304564,-0.3316164
159943,4.014202,-9.729097,-3.0041924
160324,0.90494573,-4.5032783,-0.03408509
161179,1.5119252,-4.286439,-3.9055407
161223,-1.4538407,-5.9385705,-5.148169
161498,-1.669691,-3.8392234,-1.6812614
161517,2.6882977,-4.8471313,0.4319703
161585,-4.279854,0.982337,-2.3311238
161911,1.6840891,-8.125508,-1.9709716
162037,1.0317281,-5.2941933,-2.1319194
162296,4.034732,-6.059662,-2.5933552
162321,1.5848737,-8.894044,-2.8463018
162338,1.849301,-8.192922,1.6154038
162483,3.3143103,-8.84454,-2.564873
162596,-1.919142,-4.5515656,0.33920607
162718,-0.96471465,-8.329222,2.5196652
202308,2.5312362,-5.2998023,-5.1981034
205846,0.4502121,-4.2120433,-4.276714
205982,-0.31310156,-2.8132484,-4.836377
206090,0.9171243,-5.658778,-3.1716328
206112,3.2070956,-4.6044607,-3.626126
206221,2.298033,-3.4122856,-2.8899672
206778,0.36000913,-4.5557914,-4.0125656
207331,1.9274129,-5.6023393,-4.8586154
207391,-0.49198455,-4.963743,-5.177588
207760,0.5725707,-8.374154,0.11693686
207797,3.2005372,-6.6355605,-2.0841894
207828,-0.021287305,-5.7609196,-2.8281875
207848,0.044800796,-2.3539639,-4.116446
207994,1.3086885,-5.794119,-1.01335
208102,-0.05952659,-5.1931496,-3.613858
208150,0.95429915,-5.000046,-1.0223141
208232,1.0003939,-4.2064714,-2.7554119
208235,-1.2732539,-5.3601494,-3.6099842
208322,1.3865002,-7.9133034,-2.825629
208430,0.35902923,-4.8386955,-0.37002808
208473,0.3678582,-4.026582,-4.1255374
208970,-0.82905024,-3.0153456,-2.8584414
209013,-0.7477526,-3.365737,-3.491306
209156,2.1584094,-3.149093,-5.489152
209200,0.12262982,-4.8028483,-2.803132
209348,1.68046,-7.243536,-0.7179
234286,-2.777985,-3.2456357,-6.017773
235276,-0.78540194,-3.971485,-5.0253205
236207,-3.2631953,-4.411457,-10.063693
284913,-3.1487963,-0.55309844,0.48456874
285056,4.0438175,-7.1096134,-2.0710585
